tweets;Afet;Siyasi;Mağduriyet
akp hükümeti yılda bunları yapmış deprem sel olmuş yaraları sarmış yıldır uluslar arası mikropla uğraşmış dünya çırpınmış türki gülmüş çürük partisinin lideri çişleri bakanı olduğu dönemde depreminde ankara kocaeli gitmiş;0;1;0
laikli iktidarın masanın hedefindebi kaniti  yasasi ğeri güclendirilmiş parlementer sistem partiler laikli karşisinda ortaklarcem garipoğlu fetö adil ekrem;0;1;0
asgari ücret olsun diyenler akparti hükümetleri öncesi asgari ucrete  zam veren kafalardırbunların bol keseden salladıklarına bakmayın hükümete gelsinler değilasgari ucretdeprem paralarıyla memura maaş vermeye başlarlar;0;1;0
gavur mars partinin belediyesi olduğunu tahmin etti yerli milli belediye yönetse idi marsı deprem sürecektir;0;1;0
saadet partisinde deprem  bayram;0;1;0
deva partisi sözcüsü aralık salı yarin  çalar saat programında gündemi değerlendirecek;0;1;0
seçim sonrası siyasette deprem olurenkazın altında kimler kalır yaşayan görür;0;1;0
chp kadın kolları genel başkanı aylin nazlıaka düzce gölyakadaki depremin kurulan çadırkentleri ziyaret etti;0;1;0
parti olarak deprem araçlarına meclisten onay verdik esenyurt belediyesi yöneticileri araçları alıp belediyemize kazandırmadılar olası depremde araçlara ihtiyaç duyulacak esenyurt belediye başkanı belediye yöneticileri sınıfta kaldı;0;1;0
saadet partinde deprem muğla ortaca lçe teşkilatı komple istifa ettigerekçe nin altılı masada olması milli görüşe aykırıdırdoğru söze denir ;0;1;0
chp kayseri atatürk kente tarihi ziyaretine özel mesaj;0;1;0
sizin partili dönemden halk galip geliyor halk neye layık onunla idare ediliyorbiri deprem yardımı maaş alırken diğeriuzaya uydu gönderyor siha uçuruyorhızlı trene biniyoruçak yolculuğu yapıyor;0;1;0
partili başkanlar flaş iddialar soylu bursa;0;1;0
çişleri bakanı süleyman soylufetö kılıçdaroğlu bedri serter özel ricada bulundu olay sonrası serter chp zmir  başkanı chp zmir milletvekili oldu fatih togg nusret macron arap litreimamoğlu akşener;0;1;0
kadınla müstehcen görüntüleri ortaya çıkan partili merkez lçe başkanı yıldız istifa etti mavi yahudi tokat;0;1;0
süleyman soylu bakanımızchp kemal kılıçdaroğlu sorular sormuş cevap ver bay kemal;0;1;0
ülkede binlerce sahte ploma hergün skandal patlıyor tip alanı tehlikeli olanı menzil tarikatı temizlenmeli seçimi fetö hâla tbmm  adayı köpekler sahipsi değildi tokat;0;1;0
ysk erdoğan aday olmak verdiği belgeyi yayınladı sahte geçersi neyi tartışıyoruz seçimi adayı temizlik yapılır devlet rayına oturur suriyeli arap işgali varsüleyman soylu;0;1;0
sizce akp kaybedincenormal parti gidebilir  messi katar arjantin maria maradona fransız penaltı acuna tari  sorun var mersin hakem fatih araplar afrika hacı ferhat encü ronaldo süper lig eline osmanlı saat;0;1;0
kayserispor seçilen imam başkanı konuşan partili mehmet özhaseki işi dua şekilde götüreceğiz artıkmam başkan konuşmasında hadislere yer verdi;0;1;0
zafer partisi gündemde tutmayınca konuşmuyoreee nerde muhalefet;0;1;0
türkiye genel seçimleri haritadaki detayı fark edenler aşağıya yazsın ronaldo acuna napoleon bonaparte tari  hakem fransız türk kürt aday belli karar netgürcistan abd macron;0;1;0
ülkemizde etnik köken dini inanç seçimlerin sonucuna etki ediyor devlet bahçeli hakemkatar ergenekon buenos aires tari kürt higuain müslüman ronaldocu acuna emiliano martinezakrep messici eğitim;0;1;0
 partiye verecek vatansever kardeşlerim açılımda verdiğimiz şehitlerimiz yetmedi  ülke  açılım kaldıramaz;0;1;0
ulkemizin hak ettiği adaleti getirmek içinyeniden refah partisi fatih erbakan güveniyoruz;0;1;0
yemişim sizin seçiminiziyaptığınız kayıkçı kavgalarınıdeprem önlem aldınız onu söyleyin banaanla meclisteki partilere verilmez artıkonların yaptıkları yapacaklarının göstergesidironun bunları meclisten türkiyemyeni yüzler eller gelsin;0;1;0
deprem konusunu önemseyen planlama yapan muharrem ncememleket parti ;0;1;0
seçimlerde deprem etkisi yapacak parti yeniden refah partisi üyelik linki atıyorum buyurun başlıyoruz;0;1;0
akparti yokken emekli memur maaşınıdeprem yardım parası ödüyordunabd den  den borç para dileniyordun;0;1;0
alın size chp hükümeti gücü görün van olan deprem neler kastamonu neler devlet yaptı ithal hükümeti birşey olmaz chp nin vaat lerine karnımız tok;0;1;0
ortalama dolar gün dolar yaklaşık  baskılanmış gün  olmalıydı baskı seçime sürerse sonrasında baskıyı kırar deprem olur anda fırlayabilir;0;1;0
tersi secimi muhalefet kazanicak guzel gunler basliyor deprem olucak hayatimiz kayacak deprem sonrasi kurtarma enkaz isleri yurutulemedigi icin sure chp suclanacak sonraki secimde baska parti basa gelecek;0;1;0
para bulamayıp memur maaşını deprem yardımi ödeyen sol partili ecevit döneminden dünyaya ınsansiz savas uçağı ihraç eden olayda erdoğan çözeemi kapısina gelen dünyaya geldikazcık tebrike edin;0;1;0
 parti  üyemiz   başkan yardımcımız  lçe başkanımız lçe yöneticilerimiz beraber programımız dahilinde mahallemizde kapı kapı gezip deprem farkındalığı oluşturmaya çalıştık;0;1;0
gerçekçi olalım akp parti çıkar konya bizi  olacağı ilgilendirir konya  kaybı deprem etkisi yaratır;0;1;0
cahil size cahil demişkendi büyükleri deprem parasını memura maaş olarak veriyordu azından maaşlarını alıyorlardahasını saymaya yok yıldır bunu anlayamayacak cahilse verbaşkanlık seçimi adaylık tiyatrosu yapan yobazlardan bahsediyoruz;0;1;0
nşirah şüphe kolaylık vardır  yine kolaylık daha vardıryilma cumhurbaşkanı erdoğan parti deprem noel kuran;0;1;0
parti geldi milletyol gördühastanelerde rehin olmaktankurtulduhavaalanıhızlı tren gördüvan hizmet nedironu gördübolu tünelini açamayanbeceriksizlere yüzlercetünel açılır onugösterdigeçmişi biliriz biz;0;1;0
yüzünde rabbi yesir vardı onu diyoruz seçimlere camiye gitmeye başlar istanbulu yönetiyosun acil durum olsa deprem olsa sel olsa kafa kıyakmı yöneticen istanbulu;0;1;0
gelecek seçimde chp aldi kalelertek geri  saflarına girecek tasalanmapartizde deprem olacak  çoklari durdurulmayacak nşaallah  olacaksicumhurbaşkanimizsn  balkon konuşmasina şahi olacaksiznokta;0;1;0
parti ayağına sıktı mıktı  imamoğlu siyasi yasak kararı  masada var olan çatlağı iyice derinleştirip masada  şiddetinde deprem yarattı;0;1;0
taha sene yönettiniz istanbulu dediklerinin hangisini yaptınız stanbul talan ettiler bitane çimen bırakmadılar ses etmediniz deprem vergilerini ettiniz hesabını vermediniz partinizin ilçe başkanlarına araç peşkeş çektiniz görevden bahsedysn;0;1;0
benim gönül bağımı koparıyorlar koparmayın gönül bağımı yalvarıyorum  senedir bakın yapmayın chp tuvaletlerini yıkadım partinin baraja takıldığında lira para vardı cebimde deprem olmuştu yalovada lirasını parti giderlerine harcadım;0;1;0
parti mitingine neymiş deprem etkisi yaratır bizde hak bizde borçlu olan düşünecek;0;1;0
akpnin politikası türki nüfus yapisini bozmak içinmiş gibihatırlayın karıştırılan binalar kolayca yıkılmıştı  suriyeliafgan kumu karıştırıyor sözü vicdan sömürüsü sadece;0;1;0
deprem başlığı başlık deyil onun saadet partili kardeşlerimiz birlik zamanı dediler refah partisi geldiler sözler cekici olur itici olmaz;0;1;0
karar  parti chp bakırköy lçe başkanlıkları astıkları pankartları karşılaştırmalı olarak yayınlıyor aşağıdaki kriterler doğrultusunda kararı bakırköylülere bırakıyoruz  ;0;1;0
tane zekası yüksek hayırdır ülkede devlet var panoya ilan versin adam yazmıyor deprem olur iban atarlar hasta olur tedavi parası toplanır hayırdır demezler seçimde bekleyin;0;1;0
kaşikçi hataydaki yapilar afetlere rençli hale gelmelimilliyetçi hareket partisi hatay milletvekili lütfi kaşıkçı deprem bölgesi olan hatay yapı stoğunun afetlere dirençli hale getirilmesi gerektiğini söyledi;0;1;0
dürüst  kar yağar tatile deprem olur tatile gider heykel yapar milyonluk konserler verir millet tankerden taşır amerika hamburger  yemeye gider türkiye yabancı ülkelere şikayet eder parti taciz olur der;0;1;0
vala hocam linç yiyeceğini bildiğim halde deprem bizim topluma saygı kaldı sevgi merhamet vicdan hak hukuk berat albayrak sözü izi izine karışmış toplumda yaşıyoruz gerçeği partisi söylemişti;0;1;0
akparti öncesimemurunun maaşını ödeyemez hale getiren sizsinizdeprem dedeler toplanan paralarlamemur maaşını ödeyipzeprem zedeyi çaresiz bırakan sizsinizmilleti salak koymayınsalak koysanız koysanız sizin gibilerin hala peşinde koşanları koyarsınız;0;1;0
ktidara gelmeden itiraz ettikleri uygulamaları ktidara geldikten uyguluyorlar eyt çevre temizlik vergisi deprem vergisi kötüsüde darbesinin anayasasını degistiremediler işlerine yarıyor diyanet noel haram diyor akparti noel kutluyor;0;1;0
deprem vurur yıkılmazlar enflasyon vurdumu yıkılacaklar bizde halkta motoru kaldı nede şanzıman donumz kaldı akp mhp temsili günah çıkarmanın türkiye yolu;0;1;0
alın size chp hükümeti gücü görün van olan deprem neler kastamonu neler devlet yaptı ithal hükümeti birşey olmaz chp nin vaat lerine karnımız tok;0;1;0
ortalama dolar gün dolar yaklaşık  baskılanmış gün  olmalıydı baskı seçime sürerse sonrasında baskıyı kırar deprem olur anda fırlayabilir;0;1;0
tersi secimi muhalefet kazanicak guzel gunler basliyor deprem olucak hayatimiz kayacak deprem sonrasi kurtarma enkaz isleri yurutulemedigi icin sure chp suclanacak sonraki secimde baska parti basa gelecek;0;1;0
para bulamayıp memur maaşını deprem yardımi ödeyen sol partili ecevit döneminden dünyaya ınsansiz savas uçağı ihraç eden olayda erdoğan çözeemi kapısina gelen dünyaya geldikazcık tebrike edin;0;1;0
 parti  üyemiz   başkan yardımcımız  lçe başkanımız lçe yöneticilerimiz beraber programımız dahilinde mahallemizde kapı kapı gezip deprem farkındalığı oluşturmaya çalıştık;0;1;0
gerçekçi olalım akp parti çıkar konya bizi  olacağı ilgilendirir konya  kaybı deprem etkisi yaratır;0;1;0
cahil size cahil demişkendi büyükleri deprem parasını memura maaş olarak veriyordu azından maaşlarını alıyorlardahasını saymaya yok yıldır bunu anlayamayacak cahilse verbaşkanlık seçimi adaylık tiyatrosu yapan yobazlardan bahsediyoruz;0;1;0
nşirah şüphe kolaylık vardır  yine kolaylık daha vardıryilma cumhurbaşkanı erdoğan parti deprem noel kuran;0;1;0
parti geldi milletyol gördühastanelerde rehin olmaktankurtulduhavaalanıhızlı tren gördüvan hizmet nedironu gördübolu tünelini açamayanbeceriksizlere yüzlercetünel açılır onugösterdigeçmişi biliriz biz;0;1;0
yüzünde rabbi yesir vardı onu diyoruz seçimlere camiye gitmeye başlar istanbulu yönetiyosun acil durum olsa deprem olsa sel olsa kafa kıyakmı yöneticen istanbulu;0;1;0
gelecek seçimde chp aldi kalelertek geri  saflarına girecek tasalanmapartizde deprem olacak  çoklari durdurulmayacak nşaallah  olacaksicumhurbaşkanimizsn  balkon konuşmasina şahi olacaksiznokta;0;1;0
parti ayağına sıktı mıktı  imamoğlu siyasi yasak kararı  masada var olan çatlağı iyice derinleştirip masada  şiddetinde deprem yarattı;0;1;0
taha sene yönettiniz istanbulu dediklerinin hangisini yaptınız stanbul talan ettiler bitane çimen bırakmadılar ses etmediniz deprem vergilerini ettiniz hesabını vermediniz partinizin ilçe başkanlarına araç peşkeş çektiniz görevden bahsedysn;0;1;0
benim gönül bağımı koparıyorlar koparmayın gönül bağımı yalvarıyorum  senedir bakın yapmayın chp tuvaletlerini yıkadım partinin baraja takıldığında lira para vardı cebimde deprem olmuştu yalovada lirasını parti giderlerine harcadım;0;1;0
parti mitingine neymiş deprem etkisi yaratır bizde hak bizde borçlu olan düşünecek;0;1;0
akpnin politikası türki nüfus yapisini bozmak içinmiş gibihatırlayın karıştırılan binalar kolayca yıkılmıştı  suriyeliafgan kumu karıştırıyor sözü vicdan sömürüsü sadece;0;1;0
deprem başlığı başlık deyil onun saadet partili kardeşlerimiz birlik zamanı dediler refah partisi geldiler sözler cekici olur itici olmaz;0;1;0
millet ittifakı seçimi kazanırsa ülkede yapacak var düşünün deprem olmuş enkaz tahliye edilecek kurulacak eğitim sağlık adaletöncelikle yurt dışına giden doktorlar tekrardan ülkeye getirilmeli şartları iyileştirilmeli yabancı uyruklu doktorlar men edilmeli;0;1;0
meclisten geçirdiniz yanımızda değilsiniz seçim demeye geleceksiniz depremzedeyi unutma;0;1;0
zafer partisi iktidarından yazıyorumtarım sanayi politikalarıyla dengeye gelen ülke ekonomik buhrandan kurtuldu stanbul sanayi yükü azaltıldı stanbul nüfusu azaldı deprem tehlikesine önlem alınıyor;0;1;0
erem abi gel düzceye parti belediyeciliği görheryer tertemiz misdeprem kesilmedi allah şükürchp orda zulüm vardır;0;1;0
hocam bugun tbmm olan butun vekil bakan burokratlar uluslararasi hirsizdir parti ayrimi yapmaya birbrinin adami tbmm deki herhangi yumurta satsa icinden sarisi cikmaz sizde kendinizi yorup deprem konusmuyorlar diyorsunuz hic yorulmayin;0;1;0
darıca kaymakamı syn yüksel kara darıca belediye başkanı muzaffer bıyık parti darıca lçe başkanı ufuk acay belediyemizi ziyaret ederek yaşamış olduğumuz deprem afeti sebebi geçmiş olsun dileklerini ilettiler kendilerine nazik ziyaret teşekkür ederim;0;1;0
 tarihindeki luk deprem sonrası zmir bayraklı yaşanan yıkımın ortadan kaldırılması  meclisinde partilerin ortak oylarıyla kabul edilen emsal artışı kararına tmmobnin açmış olduğu davanın kamu yararı amacı taşıdığına inanıyor musunuz;0;1;0
refah partisi lçe başkanı türk bahçelievler kentsel dönüşemedi;0;1;0
seçim yerel seçime benzemez artçı deprem;0;1;0
cemil kılıç diyon tecavüz taciz partisi olan chp partiye sesiniz yada chp parti kapatılsın haykırdınızmı zaman zmir deprem oluyorsaallahın bildiği vardır;0;1;0
engelledi büyük ekonomiydik yüzden memura maaş ödenmiyordu  deprem olduğun depremzedelere ulaşılıyordu oda yarım yamalak yardımlarla yaşındaymışsınız ders çıkarmamışsınız parti tutmayı takım tutmak sanmışsınız;0;1;0
deprem yardım paralarını memur işçi maaşlarında kullandıklarını kendileri söyledilerdeprem evlerinin nalbur malzemelerinin  partinin tepe noktasının nalbur dükkanından alındığını söylemeye var ;0;1;0
hükümetin seçime doları tutmak sonuca bakmadan politika uygulayacak olması vadede borsa olumlu vadede ülkede ekonomik riskler büyüyor deprem savaş yasamadikla ülkenin büyük handikapi kur riski maalesef durum ges yarar;0;1;0
onu akp söyle istanbulda deprem toplanma alanlarını ranta açtılar;0;1;0
şte akppklı erdoğanı ilahlaştırıpkedi şirkini kapatıyor akpkk üzerinden sionizminyapay deprem üreterek türkiye korku saldığını örtmeye çalışıyordu;0;1;0
umarım ülkede kaos planı oluşturduklarının planı seçimlere denemeye çalıştıklarının farkındasınızdır deprem deneme sirenleri  internet iletişimini kesme senaryolarını elektrikleri kesme planlarınının açıklaması olamaz ;0;1;0
oradakiler kürt hemde kürtler biliyor musun seçim döneminde sandıkları patlatarak çıkan fiili olarak kürdistan haritasını çizen kürtler kimsin ergen;0;1;0
hocam bizim hayatımız deprem tehlikeli akp tehlikede inanın canını düşünecek halde günlerde;0;1;0
zafer partisi haftadır inanılmaz derecede saldırılar vardemek oranı  leri devirmeye başladı zafer partisi başına iktidara geliyor armağan çağlayan denkgeldiğimiz zamanabak suriyeliler çalışanlara nur sürer;0;1;0
erdoğanbahçeli çözümgenelaf fetö yargıda deprem yaratı bizlerde enkazında kaldık genelaf istiyoruz;0;1;0
adam iktidar partisi olarak eyt çözdü muhalefet staj deprem mağduru sonrası proje üretsin kıran kırana seçime gidilsinbiz düzenlenmesin demiyoruz eyt düzenlenmesin istiyorsunuz fesatlığınızdan;0;1;0
deprem bölgesi millet vekilleri neredesiniz vatandaşınız mağdur seçim yaklaşıyor bilgilerinize kapsam  olmalı;0;1;0
akif yıldır sağ iktidarlar var eğitimsiz vatandaşın oyu suistimal edilir seçim zamanı balonlarekonomiadaleteğitim göçükşehirli felaket önümüzde depremdüşün bunları;0;1;0
tüm partilere soruyoruz deprem vergilerini amacına uygun kullanacak mısınız  aydır zmir depremzedeleri hibe faizsi kredi istiyorama verilmiyor;0;1;0
yunan siyasetinde küçük çaplı deprem yunanistan yassıköy iasmos belediye başkanı önder mümin yardımcılarını fetöcü oldukları gerekçesiyle kovdu;0;1;0
seçim vaatlerinden hangilerini yüzde kaçını gerçekleştirdi deprem konutundan tanesini yaptı;0;1;0
seçime gidiliyor hükümetin attığı akıllıca adımlar abd olmak üzere küresel emperyalistleri onların kuklaları fetö pkk taşeron hainleri sıkıntıya soktu nedenle ülkede ekonomiyi dibe vurdurmak yapay deprem üretebilirlerdevlet aci tedbi almali;0;1;0
ümit özdağ parti gider  masa gelirse fetö döner;0;1;0
itibariyle vergi sistemi sınırlarımız muhalefet partileri aralığı buraya sayım başlatabilirsiniz büyük şehir belediye başkanlıkları saklayin;0;1;0
